æ—¶é—´, æ¸©åº¦
2024-12-13 13:13:26, 141.25
2024-12-13 13:13:26, 141.25
2024-12-13 13:13:26, 141.64
2024-12-13 13:13:26, 141.64
2024-12-13 13:13:26, 141.73
2024-12-13 13:13:26, 141.73
2024-12-13 13:13:26, 141.25
2024-12-13 13:13:26, 141.25
2024-12-13 13:13:26, 141.25
2024-12-13 13:13:26, 141.32
2024-12-13 13:13:26, 141.32
2024-12-13 13:13:26, 141.86
2024-12-13 13:13:26, 141.86
2024-12-13 13:13:26, 141.19
2024-12-13 13:13:26, 141.19
2024-12-13 13:13:26, 140.79
2024-12-13 13:13:26, 140.79
2024-12-13 13:13:26, 141.57
2024-12-13 13:13:26, 141.57
2024-12-13 13:13:26, 142.09
2024-12-13 13:13:26, 142.09
2024-12-13 13:13:26, 141.83
2024-12-13 13:13:26, 141.83
2024-12-13 13:13:26, 141.83
2024-12-13 13:13:26, 141.14
2024-12-13 13:13:26, 141.14
2024-12-13 13:13:26, 141.11
2024-12-13 13:13:27, 141.11
2024-12-13 13:13:27, 141.3
2024-12-13 13:13:27, 141.3
2024-12-13 13:13:27, 141.34
2024-12-13 13:13:27, 141.34
2024-12-13 13:13:27, 140.69
2024-12-13 13:13:27, 140.69
2024-12-13 13:13:27, 140.03
2024-12-13 13:13:27, 140.03
2024-12-13 13:13:27, 140.43
2024-12-13 13:13:27, 140.43
2024-12-13 13:13:27, 140.43
2024-12-13 13:13:27, 140.21
2024-12-13 13:13:27, 140.21
2024-12-13 13:13:27, 140.18
2024-12-13 13:13:27, 140.18
2024-12-13 13:13:27, 140.23
2024-12-13 13:13:27, 140.23
2024-12-13 13:13:27, 140.1
2024-12-13 13:13:27, 140.1
2024-12-13 13:13:27, 140.68
2024-12-13 13:13:27, 140.68
2024-12-13 13:13:27, 140.43
2024-12-13 13:13:27, 140.43
2024-12-13 13:13:27, 140.88
2024-12-13 13:13:27, 140.88
2024-12-13 13:13:27, 141.66
2024-12-13 13:13:27, 141.66
2024-12-13 13:13:27, 142.23
2024-12-13 13:13:27, 142.23
2024-12-13 13:13:27, 142.23
2024-12-13 13:13:27, 142.75
2024-12-13 13:13:27, 142.75
2024-12-13 13:13:27, 142.68
2024-12-13 13:13:27, 142.68
2024-12-13 13:13:27, 141.92
2024-12-13 13:13:28, 141.92
2024-12-13 13:13:28, 141.78
2024-12-13 13:13:28, 141.78
2024-12-13 13:13:28, 142.33
2024-12-13 13:13:28, 142.33
2024-12-13 13:13:28, 142.44
2024-12-13 13:13:28, 142.44
2024-12-13 13:13:28, 142.08
2024-12-13 13:13:28, 142.08
2024-12-13 13:13:28, 142.41
2024-12-13 13:13:28, 142.41
2024-12-13 13:13:28, 142.95
2024-12-13 13:13:28, 142.95
2024-12-13 13:13:28, 143.12
2024-12-13 13:13:28, 143.12
2024-12-13 13:13:28, 143.12
2024-12-13 13:13:28, 142.92
2024-12-13 13:13:28, 142.92
2024-12-13 13:13:28, 143.17
2024-12-13 13:13:28, 143.17
2024-12-13 13:13:28, 143.85
2024-12-13 13:13:28, 143.85
2024-12-13 13:13:28, 144.19
2024-12-13 13:13:28, 144.19
2024-12-13 13:13:28, 143.49
2024-12-13 13:13:28, 143.49
2024-12-13 13:13:28, 143.12
2024-12-13 13:13:28, 143.12
2024-12-13 13:13:28, 142.92
2024-12-13 13:13:28, 142.92
2024-12-13 13:13:28, 142.49
2024-12-13 13:13:28, 142.49
2024-12-13 13:13:28, 141.73
2024-12-13 13:13:28, 141.73
2024-12-13 13:13:28, 141.73
2024-12-13 13:13:28, 141.19
2024-12-13 13:13:29, 141.19
2024-12-13 13:13:29, 140.98
2024-12-13 13:13:29, 140.98
2024-12-13 13:13:29, 141.0
2024-12-13 13:13:29, 141.0
2024-12-13 13:13:29, 140.73
2024-12-13 13:13:29, 140.73
2024-12-13 13:13:29, 140.03
2024-12-13 13:13:29, 140.03
2024-12-13 13:13:29, 140.45
2024-12-13 13:13:29, 140.45
2024-12-13 13:13:29, 141.1
2024-12-13 13:13:29, 141.1
2024-12-13 13:13:29, 141.1
2024-12-13 13:13:29, 141.02
2024-12-13 13:13:29, 141.02
2024-12-13 13:13:29, 141.17
