æ—¶é—´, æ¸©åº¦
2024-12-13 14:02:13, 140.29
2024-12-13 14:02:13, 140.29
2024-12-13 14:02:13, 139.86
2024-12-13 14:02:13, 139.86
2024-12-13 14:02:13, 139.5
2024-12-13 14:02:13, 139.5
2024-12-13 14:02:13, 139.39
2024-12-13 14:02:13, 139.39
2024-12-13 14:02:13, 139.39
2024-12-13 14:02:13, 139.48
2024-12-13 14:02:13, 139.48
2024-12-13 14:02:13, 138.91
2024-12-13 14:02:13, 138.91
2024-12-13 14:02:13, 138.84
2024-12-13 14:02:13, 138.84
2024-12-13 14:02:13, 138.73
2024-12-13 14:02:13, 138.73
2024-12-13 14:02:14, 138.44
2024-12-13 14:02:14, 138.44
2024-12-13 14:02:14, 138.5
2024-12-13 14:02:14, 138.5
2024-12-13 14:02:14, 138.55
2024-12-13 14:02:14, 138.55
2024-12-13 14:02:14, 138.55
2024-12-13 14:02:14, 138.25
2024-12-13 14:02:14, 138.25
2024-12-13 14:02:14, 138.76
2024-12-13 14:02:14, 138.76
2024-12-13 14:02:14, 139.29
2024-12-13 14:02:14, 139.29
2024-12-13 14:02:14, 139.72
2024-12-13 14:02:14, 139.72
2024-12-13 14:02:14, 140.33
2024-12-13 14:02:14, 140.33
2024-12-13 14:02:14, 140.12
2024-12-13 14:02:14, 140.12
2024-12-13 14:02:14, 140.12
2024-12-13 14:02:14, 140.34
2024-12-13 14:02:14, 140.34
2024-12-13 14:02:14, 140.73
2024-12-13 14:02:14, 140.73
2024-12-13 14:02:14, 140.46
2024-12-13 14:02:14, 140.46
2024-12-13 14:02:14, 140.4
2024-12-13 14:02:14, 140.4
2024-12-13 14:02:14, 139.84
2024-12-13 14:02:14, 139.84
2024-12-13 14:02:14, 139.64
2024-12-13 14:02:14, 139.64
2024-12-13 14:02:14, 140.04
2024-12-13 14:02:14, 140.04
2024-12-13 14:02:14, 139.96
2024-12-13 14:02:14, 139.96
2024-12-13 14:02:15, 139.62
2024-12-13 14:02:15, 139.62
2024-12-13 14:02:15, 139.49
2024-12-13 14:02:15, 139.49
2024-12-13 14:02:15, 139.49
2024-12-13 14:02:15, 139.28
2024-12-13 14:02:15, 139.28
2024-12-13 14:02:15, 138.96
