æ—¶é—´, æ¸©åº¦
2025-01-09 15:34:17, 118.61
2025-01-09 15:34:17, 118.49
2025-01-09 15:34:17, 118.49
2025-01-09 15:34:17, 118.34
2025-01-09 15:34:17, 118.34
2025-01-09 15:34:17, 118.54
2025-01-09 15:34:17, 118.54
2025-01-09 15:34:17, 118.62
2025-01-09 15:34:17, 118.62
2025-01-09 15:34:17, 119.03
2025-01-09 15:34:17, 119.03
2025-01-09 15:34:17, 119.16
2025-01-09 15:34:17, 119.16
2025-01-09 15:34:17, 119.14
2025-01-09 15:34:17, 119.14
2025-01-09 15:34:17, 118.92
2025-01-09 15:34:17, 118.92
2025-01-09 15:34:17, 119.02
2025-01-09 15:34:17, 119.02
2025-01-09 15:34:17, 119.02
2025-01-09 15:34:17, 119.14
2025-01-09 15:34:17, 119.14
2025-01-09 15:34:17, 118.78
2025-01-09 15:34:17, 118.78
2025-01-09 15:34:17, 118.89
2025-01-09 15:34:17, 118.89
2025-01-09 15:34:18, 118.62
2025-01-09 15:34:18, 118.62
2025-01-09 15:34:18, 119.53
2025-01-09 15:34:18, 119.53
2025-01-09 15:34:18, 119.46
2025-01-09 15:34:18, 119.46
2025-01-09 15:34:18, 119.21
2025-01-09 15:34:18, 119.21
2025-01-09 15:34:18, 119.21
2025-01-09 15:34:18, 118.71
2025-01-09 15:34:18, 118.71
2025-01-09 15:34:18, 119.48
2025-01-09 15:34:18, 119.48
2025-01-09 15:34:18, 119.84
2025-01-09 15:34:18, 119.84
2025-01-09 15:34:18, 119.12
2025-01-09 15:34:18, 119.12
2025-01-09 15:34:18, 119.73
2025-01-09 15:34:18, 119.73
2025-01-09 15:34:18, 117.86
2025-01-09 15:34:18, 117.86
2025-01-09 15:34:18, 119.23
2025-01-09 15:34:18, 119.23
2025-01-09 15:34:18, 119.33
2025-01-09 15:34:18, 119.33
2025-01-09 15:34:18, 119.33
2025-01-09 15:34:18, 118.27
2025-01-09 15:34:18, 118.27
2025-01-09 15:34:18, 119.3
2025-01-09 15:34:18, 119.3
2025-01-09 15:34:18, 120.1
2025-01-09 15:34:18, 120.1
2025-01-09 15:34:18, 120.94
2025-01-09 15:34:18, 120.94
2025-01-09 15:34:18, 120.28
2025-01-09 15:34:18, 120.28
2025-01-09 15:34:18, 120.68
2025-01-09 15:34:19, 120.68
2025-01-09 15:34:19, 121.12
2025-01-09 15:34:19, 121.12
2025-01-09 15:34:19, 122.08
2025-01-09 15:34:19, 122.08
2025-01-09 15:34:19, 121.88
2025-01-09 15:34:19, 121.88
2025-01-09 15:34:19, 121.88
2025-01-09 15:34:19, 121.77
2025-01-09 15:34:19, 121.77
2025-01-09 15:34:19, 120.95
2025-01-09 15:34:19, 120.95
2025-01-09 15:34:19, 119.65
2025-01-09 15:34:19, 119.65
2025-01-09 15:34:19, 119.38
2025-01-09 15:34:19, 119.38
2025-01-09 15:34:19, 119.07
2025-01-09 15:34:19, 119.07
2025-01-09 15:34:19, 119.27
2025-01-09 15:34:19, 119.27
2025-01-09 15:34:19, 119.56
2025-01-09 15:34:19, 119.56
2025-01-09 15:34:19, 118.8
2025-01-09 15:34:19, 118.8
2025-01-09 15:34:19, 118.33
2025-01-09 15:34:19, 118.33
2025-01-09 15:34:19, 118.33
2025-01-09 15:34:19, 118.01
2025-01-09 15:34:19, 118.01
2025-01-09 15:34:19, 117.1
2025-01-09 15:34:19, 117.1
2025-01-09 15:34:19, 116.62
2025-01-09 15:34:19, 116.62
2025-01-09 15:34:19, 117.31
2025-01-09 15:34:19, 117.31
2025-01-09 15:34:19, 117.3
2025-01-09 15:34:19, 117.3
2025-01-09 15:34:20, 116.67
2025-01-09 15:34:20, 116.67
2025-01-09 15:34:20, 116.75
2025-01-09 15:34:20, 116.75
2025-01-09 15:34:20, 116.83
2025-01-09 15:34:20, 116.83
2025-01-09 15:34:20, 116.55
2025-01-09 15:34:20, 116.55
2025-01-09 15:34:20, 116.94
2025-01-09 15:34:20, 116.94
2025-01-09 15:34:20, 117.22
2025-01-09 15:34:20, 117.22
2025-01-09 15:34:20, 117.22
2025-01-09 15:34:20, 116.78
2025-01-09 15:34:20, 116.78
2025-01-09 15:34:20, 116.09
2025-01-09 15:34:20, 116.09
2025-01-09 15:34:20, 116.3
2025-01-09 15:34:20, 116.3
2025-01-09 15:34:20, 115.99
2025-01-09 15:34:20, 115.99
2025-01-09 15:34:20, 115.52
2025-01-09 15:34:20, 115.52
2025-01-09 15:34:20, 115.11
2025-01-09 15:34:20, 115.11
2025-01-09 15:34:20, 115.34
2025-01-09 15:34:20, 115.34
2025-01-09 15:34:20, 115.16
2025-01-09 15:34:20, 115.16
2025-01-09 15:34:20, 115.46
2025-01-09 15:34:20, 115.46
2025-01-09 15:34:20, 115.46
2025-01-09 15:34:20, 115.26
2025-01-09 15:34:20, 115.26
2025-01-09 15:34:20, 114.71
2025-01-09 15:34:21, 114.71
2025-01-09 15:34:21, 114.86
2025-01-09 15:34:21, 114.86
2025-01-09 15:34:21, 115.13
2025-01-09 15:34:21, 115.13
2025-01-09 15:34:21, 114.52
2025-01-09 15:34:21, 114.52
2025-01-09 15:34:21, 114.51
2025-01-09 15:34:21, 114.51
2025-01-09 15:34:21, 114.61
2025-01-09 15:34:21, 114.61
2025-01-09 15:34:21, 114.61
2025-01-09 15:34:21, 115.05
2025-01-09 15:34:21, 115.05
2025-01-09 15:34:21, 115.24
2025-01-09 15:34:21, 115.24
2025-01-09 15:34:21, 115.01
2025-01-09 15:34:21, 115.01
2025-01-09 15:34:21, 114.94
2025-01-09 15:34:21, 114.94
2025-01-09 15:34:21, 114.69
2025-01-09 15:34:21, 114.69
2025-01-09 15:34:21, 114.89
2025-01-09 15:34:21, 114.89
2025-01-09 15:34:21, 114.7
2025-01-09 15:34:21, 114.7
2025-01-09 15:34:21, 114.38
2025-01-09 15:34:21, 114.38
2025-01-09 15:34:21, 114.38
2025-01-09 15:34:21, 114.06
2025-01-09 15:34:21, 114.06
2025-01-09 15:34:21, 114.29
2025-01-09 15:34:21, 114.29
2025-01-09 15:34:21, 114.29
2025-01-09 15:34:21, 114.29
2025-01-09 15:34:21, 114.49
2025-01-09 15:34:21, 114.49
2025-01-09 15:34:22, 113.97
2025-01-09 15:34:22, 113.97
2025-01-09 15:34:22, 114.1
2025-01-09 15:34:22, 114.1
2025-01-09 15:34:22, 114.44
2025-01-09 15:34:22, 114.44
2025-01-09 15:34:22, 114.12
2025-01-09 15:34:22, 114.12
2025-01-09 15:34:22, 114.12
2025-01-09 15:34:22, 114.38
2025-01-09 15:34:22, 114.38
2025-01-09 15:34:22, 114.14
2025-01-09 15:34:22, 114.14
2025-01-09 15:34:22, 114.71
2025-01-09 15:34:22, 114.71
2025-01-09 15:34:22, 114.42
2025-01-09 15:34:22, 114.42
2025-01-09 15:34:22, 114.1
2025-01-09 15:34:22, 114.1
2025-01-09 15:34:22, 113.81
2025-01-09 15:34:22, 113.81
2025-01-09 15:34:22, 113.88
2025-01-09 15:34:22, 113.88
2025-01-09 15:34:22, 114.01
2025-01-09 15:34:22, 114.01
2025-01-09 15:34:22, 113.71
2025-01-09 15:34:22, 113.71
2025-01-09 15:34:22, 113.64
2025-01-09 15:34:22, 113.64
2025-01-09 15:34:22, 113.5
2025-01-09 15:34:22, 113.5
2025-01-09 15:34:22, 113.5
2025-01-09 15:34:22, 113.94
2025-01-09 15:34:22, 113.94
2025-01-09 15:34:22, 113.58
2025-01-09 15:34:22, 113.58
2025-01-09 15:34:22, 113.43
2025-01-09 15:34:23, 113.43
2025-01-09 15:34:23, 113.6
2025-01-09 15:34:23, 113.6
2025-01-09 15:34:23, 113.44
2025-01-09 15:34:23, 113.44
2025-01-09 15:34:23, 113.28
2025-01-09 15:34:23, 113.28
2025-01-09 15:34:23, 113.27
2025-01-09 15:34:23, 113.27
2025-01-09 15:34:23, 112.88
2025-01-09 15:34:23, 112.88
2025-01-09 15:34:23, 112.88
2025-01-09 15:34:23, 112.58
2025-01-09 15:34:23, 112.58
2025-01-09 15:34:23, 112.86
2025-01-09 15:34:23, 112.86
2025-01-09 15:34:23, 112.12
2025-01-09 15:34:23, 112.12
2025-01-09 15:34:23, 112.33
2025-01-09 15:34:23, 112.33
2025-01-09 15:34:23, 112.16
2025-01-09 15:34:23, 112.16
2025-01-09 15:34:23, 112.27
2025-01-09 15:34:23, 112.27
2025-01-09 15:34:23, 111.89
2025-01-09 15:34:23, 111.89
2025-01-09 15:34:23, 111.89
2025-01-09 15:34:23, 112.0
2025-01-09 15:34:23, 112.0
2025-01-09 15:34:23, 111.99
2025-01-09 15:34:23, 111.99
2025-01-09 15:34:23, 112.19
2025-01-09 15:34:23, 112.19
2025-01-09 15:34:23, 112.22
2025-01-09 15:34:23, 112.22
2025-01-09 15:34:23, 112.31
2025-01-09 15:34:23, 112.31
2025-01-09 15:34:24, 112.46
2025-01-09 15:34:24, 112.46
