时间, 温度
2025-01-07 14:49:29, 123.96
2025-01-07 14:49:29, 123.96
2025-01-07 14:49:29, 124.27
2025-01-07 14:49:29, 124.27
2025-01-07 14:49:29, 123.97
2025-01-07 14:49:29, 123.97
2025-01-07 14:49:30, 123.78
2025-01-07 14:49:30, 123.78
2025-01-07 14:49:30, 123.78
2025-01-07 14:49:30, 123.93
2025-01-07 14:49:30, 123.93
2025-01-07 14:49:30, 124.18
2025-01-07 14:49:30, 124.18
2025-01-07 14:49:30, 123.85
2025-01-07 14:49:30, 123.85
2025-01-07 14:49:30, 123.61
2025-01-07 14:49:30, 123.61
2025-01-07 14:49:30, 124.18
2025-01-07 14:49:30, 124.18
2025-01-07 14:49:30, 124.36
2025-01-07 14:49:30, 124.36
2025-01-07 14:49:30, 124.62
2025-01-07 14:49:30, 124.62
2025-01-07 14:49:30, 124.62
2025-01-07 14:49:30, 124.48
2025-01-07 14:49:30, 124.48
2025-01-07 14:49:30, 123.77
2025-01-07 14:49:30, 123.77
2025-01-07 14:49:30, 124.87
2025-01-07 14:49:30, 124.87
2025-01-07 14:49:30, 125.0
2025-01-07 14:49:30, 125.0
2025-01-07 14:49:30, 124.49
2025-01-07 14:49:30, 124.49
2025-01-07 14:49:30, 123.63
2025-01-07 14:49:30, 123.63
2025-01-07 14:49:30, 124.11
2025-01-07 14:49:30, 124.11
2025-01-07 14:49:30, 123.96
2025-01-07 14:49:30, 123.96
2025-01-07 14:49:30, 123.36
2025-01-07 14:49:30, 123.36
2025-01-07 14:49:31, 123.36
2025-01-07 14:49:31, 122.56
2025-01-07 14:49:31, 122.56
2025-01-07 14:49:31, 122.78
2025-01-07 14:49:31, 122.78
2025-01-07 14:49:31, 123.1
2025-01-07 14:49:31, 123.1
2025-01-07 14:49:31, 122.71
2025-01-07 14:49:31, 122.71
2025-01-07 14:49:31, 122.7
2025-01-07 14:49:31, 122.7
2025-01-07 14:49:31, 124.65
2025-01-07 14:49:31, 124.65
2025-01-07 14:49:31, 124.65
2025-01-07 14:49:31, 123.89
2025-01-07 14:49:31, 123.89
