æ—¶é—´, æ¸©åº¦
2025-01-14 15:06:30, 140.41
2025-01-14 15:06:30, 140.41
2025-01-14 15:06:30, 140.43
2025-01-14 15:06:30, 140.43
2025-01-14 15:06:30, 140.52
2025-01-14 15:06:30, 140.52
2025-01-14 15:06:31, 140.52
2025-01-14 15:06:31, 140.45
2025-01-14 15:06:31, 140.45
2025-01-14 15:06:31, 140.54
2025-01-14 15:06:31, 140.54
2025-01-14 15:06:31, 139.52
2025-01-14 15:06:31, 139.52
2025-01-14 15:06:31, 139.93
2025-01-14 15:06:31, 139.93
2025-01-14 15:06:31, 140.13
2025-01-14 15:06:31, 140.13
2025-01-14 15:06:31, 140.29
2025-01-14 15:06:31, 140.29
2025-01-14 15:06:31, 140.07
2025-01-14 15:06:31, 140.07
2025-01-14 15:06:31, 140.07
2025-01-14 15:06:31, 140.22
2025-01-14 15:06:31, 140.22
2025-01-14 15:06:31, 140.56
2025-01-14 15:06:31, 140.56
2025-01-14 15:06:31, 140.16
2025-01-14 15:06:31, 140.16
2025-01-14 15:06:31, 140.11
2025-01-14 15:06:31, 140.11
2025-01-14 15:06:31, 139.69
2025-01-14 15:06:31, 139.69
2025-01-14 15:06:31, 140.24
2025-01-14 15:06:31, 140.24
2025-01-14 15:06:31, 140.13
2025-01-14 15:06:31, 140.13
2025-01-14 15:06:31, 140.13
2025-01-14 15:06:31, 140.21
2025-01-14 15:06:31, 140.21
2025-01-14 15:06:31, 141.07
2025-01-14 15:06:31, 141.07
2025-01-14 15:06:31, 141.34
2025-01-14 15:06:31, 141.34
2025-01-14 15:06:32, 142.11
2025-01-14 15:06:32, 142.11
2025-01-14 15:06:32, 141.76
2025-01-14 15:06:32, 141.76
2025-01-14 15:06:32, 141.53
2025-01-14 15:06:32, 141.53
2025-01-14 15:06:32, 141.9
2025-01-14 15:06:32, 141.9
2025-01-14 15:06:32, 141.9
2025-01-14 15:06:32, 141.96
2025-01-14 15:06:32, 141.96
2025-01-14 15:06:32, 142.13
2025-01-14 15:06:32, 142.13
2025-01-14 15:06:32, 142.01
2025-01-14 15:06:32, 142.01
2025-01-14 15:06:32, 141.36
2025-01-14 15:06:32, 141.36
2025-01-14 15:06:32, 141.74
2025-01-14 15:06:32, 141.74
2025-01-14 15:06:32, 141.66
