时间, 温度
2025-01-10 12:40:29, 128.0
2025-01-10 12:40:29, 128.0
2025-01-10 12:40:29, 128.31
2025-01-10 12:40:29, 128.31
2025-01-10 12:40:29, 128.14
2025-01-10 12:40:29, 128.14
2025-01-10 12:40:29, 128.14
2025-01-10 12:40:29, 128.6
2025-01-10 12:40:29, 128.6
2025-01-10 12:40:29, 128.13
2025-01-10 12:40:29, 128.13
2025-01-10 12:40:29, 127.95
2025-01-10 12:40:29, 127.95
2025-01-10 12:40:30, 127.98
2025-01-10 12:40:30, 127.98
2025-01-10 12:40:30, 128.34
2025-01-10 12:40:30, 128.34
2025-01-10 12:40:30, 128.51
2025-01-10 12:40:30, 128.51
2025-01-10 12:40:30, 128.45
2025-01-10 12:40:30, 128.45
2025-01-10 12:40:30, 128.22
2025-01-10 12:40:30, 128.22
2025-01-10 12:40:30, 128.57
2025-01-10 12:40:30, 128.57
2025-01-10 12:40:30, 128.57
2025-01-10 12:40:30, 128.64
2025-01-10 12:40:30, 128.64
2025-01-10 12:40:30, 128.31
2025-01-10 12:40:30, 128.31
2025-01-10 12:40:30, 127.71
2025-01-10 12:40:30, 127.71
2025-01-10 12:40:30, 127.68
2025-01-10 12:40:30, 127.68
2025-01-10 12:40:30, 127.68
2025-01-10 12:40:30, 127.83
2025-01-10 12:40:30, 127.83
2025-01-10 12:40:30, 128.02
2025-01-10 12:40:30, 128.02
2025-01-10 12:40:30, 128.13
2025-01-10 12:40:30, 128.13
2025-01-10 12:40:30, 128.02
2025-01-10 12:40:30, 128.02
2025-01-10 12:40:30, 127.19
2025-01-10 12:40:30, 127.19
2025-01-10 12:40:30, 127.73
2025-01-10 12:40:30, 127.73
2025-01-10 12:40:30, 127.73
2025-01-10 12:40:30, 128.3
2025-01-10 12:40:31, 128.3
2025-01-10 12:40:31, 128.46
2025-01-10 12:40:31, 128.46
2025-01-10 12:40:31, 127.85
2025-01-10 12:40:31, 127.85
2025-01-10 12:40:31, 127.57
2025-01-10 12:40:31, 127.57
2025-01-10 12:40:31, 128.15
2025-01-10 12:40:31, 128.15
2025-01-10 12:40:31, 127.63
2025-01-10 12:40:31, 127.63
2025-01-10 12:40:31, 127.38
2025-01-10 12:40:31, 127.38
2025-01-10 12:40:31, 127.38
2025-01-10 12:40:31, 127.85
2025-01-10 12:40:31, 127.85
2025-01-10 12:40:31, 127.37
2025-01-10 12:40:31, 127.37
2025-01-10 12:40:31, 127.32
2025-01-10 12:40:31, 127.32
2025-01-10 12:40:31, 127.4
2025-01-10 12:40:31, 127.4
2025-01-10 12:40:31, 127.4
2025-01-10 12:40:31, 127.31
2025-01-10 12:40:31, 127.31
2025-01-10 12:40:31, 126.79
2025-01-10 12:40:31, 126.79
2025-01-10 12:40:31, 126.19
2025-01-10 12:40:31, 126.19
2025-01-10 12:40:31, 126.07
2025-01-10 12:40:31, 126.07
2025-01-10 12:40:31, 126.03
2025-01-10 12:40:31, 126.03
2025-01-10 12:40:31, 126.37
2025-01-10 12:40:31, 126.37
2025-01-10 12:40:31, 125.74
2025-01-10 12:40:31, 125.74
2025-01-10 12:40:32, 125.74
2025-01-10 12:40:32, 125.44
2025-01-10 12:40:32, 125.44
2025-01-10 12:40:32, 125.47
2025-01-10 12:40:32, 125.47
2025-01-10 12:40:32, 124.24
2025-01-10 12:40:32, 124.24
2025-01-10 12:40:32, 124.91
2025-01-10 12:40:32, 124.91
2025-01-10 12:40:32, 125.33
2025-01-10 12:40:32, 125.33
2025-01-10 12:40:32, 125.19
2025-01-10 12:40:32, 125.19
2025-01-10 12:40:32, 125.3
2025-01-10 12:40:32, 125.3
2025-01-10 12:40:32, 125.3
2025-01-10 12:40:32, 125.11
2025-01-10 12:40:32, 125.11
2025-01-10 12:40:32, 124.69
2025-01-10 12:40:32, 124.69
2025-01-10 12:40:32, 125.15
2025-01-10 12:40:32, 125.15
2025-01-10 12:40:32, 126.17
2025-01-10 12:40:32, 126.17
2025-01-10 12:40:32, 125.32
2025-01-10 12:40:32, 125.32
2025-01-10 12:40:32, 124.45
2025-01-10 12:40:32, 124.45
2025-01-10 12:40:32, 124.45
2025-01-10 12:40:32, 124.84
2025-01-10 12:40:32, 124.84
2025-01-10 12:40:32, 124.36
2025-01-10 12:40:32, 124.36
2025-01-10 12:40:32, 124.46
2025-01-10 12:40:32, 124.46
2025-01-10 12:40:32, 125.3
2025-01-10 12:40:32, 125.3
2025-01-10 12:40:33, 124.57
2025-01-10 12:40:33, 124.57
2025-01-10 12:40:33, 124.82
2025-01-10 12:40:33, 124.82
2025-01-10 12:40:33, 125.95
2025-01-10 12:40:33, 125.95
2025-01-10 12:40:33, 125.95
2025-01-10 12:40:33, 125.76
2025-01-10 12:40:33, 125.76
2025-01-10 12:40:33, 124.66
2025-01-10 12:40:33, 124.66
2025-01-10 12:40:33, 125.38
2025-01-10 12:40:33, 125.38
2025-01-10 12:40:33, 125.98
2025-01-10 12:40:33, 125.98
2025-01-10 12:40:33, 125.51
2025-01-10 12:40:33, 125.51
2025-01-10 12:40:33, 126.41
2025-01-10 12:40:33, 126.41
2025-01-10 12:40:33, 127.33
2025-01-10 12:40:33, 127.33
2025-01-10 12:40:33, 127.33
2025-01-10 12:40:33, 126.25
2025-01-10 12:40:33, 126.25
2025-01-10 12:40:33, 126.88
2025-01-10 12:40:33, 126.88
2025-01-10 12:40:33, 127.67
2025-01-10 12:40:33, 127.67
2025-01-10 12:40:33, 125.93
2025-01-10 12:40:33, 125.93
2025-01-10 12:40:33, 126.54
2025-01-10 12:40:33, 126.54
2025-01-10 12:40:33, 127.33
2025-01-10 12:40:33, 127.33
2025-01-10 12:40:33, 126.04
2025-01-10 12:40:33, 126.04
2025-01-10 12:40:34, 125.92
2025-01-10 12:40:34, 125.92
2025-01-10 12:40:34, 126.38
2025-01-10 12:40:34, 126.38
2025-01-10 12:40:34, 126.38
2025-01-10 12:40:34, 125.86
2025-01-10 12:40:34, 125.86
2025-01-10 12:40:34, 125.16
2025-01-10 12:40:34, 125.16
2025-01-10 12:40:34, 125.24
2025-01-10 12:40:34, 125.24
2025-01-10 12:40:34, 124.84
2025-01-10 12:40:34, 124.84
2025-01-10 12:40:34, 124.19
2025-01-10 12:40:34, 124.19
2025-01-10 12:40:34, 124.76
2025-01-10 12:40:34, 124.76
2025-01-10 12:40:34, 124.26
2025-01-10 12:40:34, 124.26
2025-01-10 12:40:34, 124.26
2025-01-10 12:40:34, 124.47
2025-01-10 12:40:34, 124.47
2025-01-10 12:40:34, 124.77
2025-01-10 12:40:34, 124.77
2025-01-10 12:40:34, 124.69
2025-01-10 12:40:34, 124.69
2025-01-10 12:40:34, 125.27
2025-01-10 12:40:34, 125.27
2025-01-10 12:40:34, 124.81
2025-01-10 12:40:34, 124.81
2025-01-10 12:40:34, 125.12
2025-01-10 12:40:34, 125.12
2025-01-10 12:40:34, 126.18
2025-01-10 12:40:34, 126.18
2025-01-10 12:40:34, 126.18
2025-01-10 12:40:34, 125.11
2025-01-10 12:40:34, 125.11
2025-01-10 12:40:34, 124.8
2025-01-10 12:40:35, 124.8
2025-01-10 12:40:35, 125.13
2025-01-10 12:40:35, 125.13
2025-01-10 12:40:35, 124.4
2025-01-10 12:40:35, 124.4
2025-01-10 12:40:35, 125.92
2025-01-10 12:40:35, 125.92
2025-01-10 12:40:35, 125.59
2025-01-10 12:40:35, 125.59
2025-01-10 12:40:35, 124.42
2025-01-10 12:40:35, 124.42
2025-01-10 12:40:35, 126.21
2025-01-10 12:40:35, 126.21
2025-01-10 12:40:35, 126.21
2025-01-10 12:40:35, 124.89
2025-01-10 12:40:35, 124.89
2025-01-10 12:40:35, 125.29
